area_code,area,country_group_code,country_group,m49_code,iso2_code,iso3_code,wb_group2021,domain_code,domain,element_code,element,item_code_fao,item,year_code,year,unit,value,flag,flag_description,population,agriculture_production_value_per_capita
1,Armenia,9011,Upper-middle-income economies,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,1782267,A,"Aggregate, may include official, semi-official, estimated or calculated data",2925559,609.21
1,Armenia,9011,Upper-middle-income economies,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,1674252,A,"Aggregate, may include official, semi-official, estimated or calculated data",2936147,570.22
1,Armenia,9011,Upper-middle-income economies,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,1608874,A,"Aggregate, may include official, semi-official, estimated or calculated data",2944789,546.35
1,Armenia,9011,Upper-middle-income economies,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,1455442,A,"Aggregate, may include official, semi-official, estimated or calculated data",2951741,493.08
1,Armenia,5305,Western Asia,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,1679601,A,"Aggregate, may include official, semi-official, estimated or calculated data",2912403,576.71
1,Armenia,5305,Western Asia,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,1782267,A,"Aggregate, may include official, semi-official, estimated or calculated data",2925559,609.21
1,Armenia,5305,Western Asia,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,1674252,A,"Aggregate, may include official, semi-official, estimated or calculated data",2936147,570.22
1,Armenia,5305,Western Asia,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,1608874,A,"Aggregate, may include official, semi-official, estimated or calculated data",2944789,546.35
1,Armenia,5305,Western Asia,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,1455442,A,"Aggregate, may include official, semi-official, estimated or calculated data",2951741,493.08
1,Armenia,5308,Western Asia and Northern Africa,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,1679601,A,"Aggregate, may include official, semi-official, estimated or calculated data",2912403,576.71
1,Armenia,5308,Western Asia and Northern Africa,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,1782267,A,"Aggregate, may include official, semi-official, estimated or calculated data",2925559,609.21
1,Armenia,5308,Western Asia and Northern Africa,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,1674252,A,"Aggregate, may include official, semi-official, estimated or calculated data",2936147,570.22
1,Armenia,5308,Western Asia and Northern Africa,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,1608874,A,"Aggregate, may include official, semi-official, estimated or calculated data",2944789,546.35
1,Armenia,5308,Western Asia and Northern Africa,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,1455442,A,"Aggregate, may include official, semi-official, estimated or calculated data",2951741,493.08
1,Armenia,5000,World,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,1679601,A,"Aggregate, may include official, semi-official, estimated or calculated data",2912403,576.71
1,Armenia,5000,World,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,1782267,A,"Aggregate, may include official, semi-official, estimated or calculated data",2925559,609.21
1,Armenia,5000,World,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,1674252,A,"Aggregate, may include official, semi-official, estimated or calculated data",2936147,570.22
1,Armenia,5000,World,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,1608874,A,"Aggregate, may include official, semi-official, estimated or calculated data",2944789,546.35
1,Armenia,5000,World,51,AM,ARM,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,1455442,A,"Aggregate, may include official, semi-official, estimated or calculated data",2951741,493.08
3,Albania,5400,Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,2226535,A,"Aggregate, may include official, semi-official, estimated or calculated data",2889104,770.67
3,Albania,5400,Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,2291775,A,"Aggregate, may include official, semi-official, estimated or calculated data",2880703,795.56
3,Albania,5400,Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,2371734,A,"Aggregate, may include official, semi-official, estimated or calculated data",2876101,824.64
3,Albania,5400,Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,2372288,A,"Aggregate, may include official, semi-official, estimated or calculated data",2873457,825.59
3,Albania,5400,Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,2441695,A,"Aggregate, may include official, semi-official, estimated or calculated data",2866376,851.84
3,Albania,5849,Non-Annex I countries,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,2226535,A,"Aggregate, may include official, semi-official, estimated or calculated data",2889104,770.67
3,Albania,5849,Non-Annex I countries,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,2291775,A,"Aggregate, may include official, semi-official, estimated or calculated data",2880703,795.56
3,Albania,5849,Non-Annex I countries,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,2371734,A,"Aggregate, may include official, semi-official, estimated or calculated data",2876101,824.64
3,Albania,5849,Non-Annex I countries,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,2372288,A,"Aggregate, may include official, semi-official, estimated or calculated data",2873457,825.59
3,Albania,5849,Non-Annex I countries,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,2441695,A,"Aggregate, may include official, semi-official, estimated or calculated data",2866376,851.84
3,Albania,5208,Northern America and Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,2226535,A,"Aggregate, may include official, semi-official, estimated or calculated data",2889104,770.67
3,Albania,5208,Northern America and Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,2291775,A,"Aggregate, may include official, semi-official, estimated or calculated data",2880703,795.56
3,Albania,5208,Northern America and Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,2371734,A,"Aggregate, may include official, semi-official, estimated or calculated data",2876101,824.64
3,Albania,5208,Northern America and Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,2372288,A,"Aggregate, may include official, semi-official, estimated or calculated data",2873457,825.59
3,Albania,5208,Northern America and Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,2441695,A,"Aggregate, may include official, semi-official, estimated or calculated data",2866376,851.84
3,Albania,5403,Southern Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,2226535,A,"Aggregate, may include official, semi-official, estimated or calculated data",2889104,770.67
3,Albania,5403,Southern Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,2291775,A,"Aggregate, may include official, semi-official, estimated or calculated data",2880703,795.56
3,Albania,5403,Southern Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,2371734,A,"Aggregate, may include official, semi-official, estimated or calculated data",2876101,824.64
3,Albania,5403,Southern Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,2372288,A,"Aggregate, may include official, semi-official, estimated or calculated data",2873457,825.59
3,Albania,5403,Southern Europe,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,2441695,A,"Aggregate, may include official, semi-official, estimated or calculated data",2866376,851.84
3,Albania,9011,Upper-middle-income economies,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,2226535,A,"Aggregate, may include official, semi-official, estimated or calculated data",2889104,770.67
3,Albania,9011,Upper-middle-income economies,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,2291775,A,"Aggregate, may include official, semi-official, estimated or calculated data",2880703,795.56
3,Albania,9011,Upper-middle-income economies,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,2371734,A,"Aggregate, may include official, semi-official, estimated or calculated data",2876101,824.64
3,Albania,9011,Upper-middle-income economies,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,2372288,A,"Aggregate, may include official, semi-official, estimated or calculated data",2873457,825.59
3,Albania,9011,Upper-middle-income economies,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,2441695,A,"Aggregate, may include official, semi-official, estimated or calculated data",2866376,851.84
3,Albania,5000,World,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,2226535,A,"Aggregate, may include official, semi-official, estimated or calculated data",2889104,770.67
3,Albania,5000,World,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,2291775,A,"Aggregate, may include official, semi-official, estimated or calculated data",2880703,795.56
3,Albania,5000,World,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,2371734,A,"Aggregate, may include official, semi-official, estimated or calculated data",2876101,824.64
3,Albania,5000,World,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,2372288,A,"Aggregate, may include official, semi-official, estimated or calculated data",2873457,825.59
3,Albania,5000,World,8,AL,ALB,Europe & Central Asia (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,2441695,A,"Aggregate, may include official, semi-official, estimated or calculated data",2866376,851.84
4,Algeria,5100,Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,5100,Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
4,Algeria,5100,Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,23840594,A,"Aggregate, may include official, semi-official, estimated or calculated data",40551398,587.91
4,Algeria,5100,Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,24087433,A,"Aggregate, may include official, semi-official, estimated or calculated data",41389174,581.97
4,Algeria,5100,Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,25420404,A,"Aggregate, may include official, semi-official, estimated or calculated data",42228415,601.97
4,Algeria,5849,Non-Annex I countries,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,5849,Non-Annex I countries,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
4,Algeria,5849,Non-Annex I countries,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,23840594,A,"Aggregate, may include official, semi-official, estimated or calculated data",40551398,587.91
4,Algeria,5849,Non-Annex I countries,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,24087433,A,"Aggregate, may include official, semi-official, estimated or calculated data",41389174,581.97
4,Algeria,5849,Non-Annex I countries,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,25420404,A,"Aggregate, may include official, semi-official, estimated or calculated data",42228415,601.97
4,Algeria,429,North Africa (excluding Sudan),12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,429,North Africa (excluding Sudan),12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
4,Algeria,429,North Africa (excluding Sudan),12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,23840594,A,"Aggregate, may include official, semi-official, estimated or calculated data",40551398,587.91
4,Algeria,429,North Africa (excluding Sudan),12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,24087433,A,"Aggregate, may include official, semi-official, estimated or calculated data",41389174,581.97
4,Algeria,429,North Africa (excluding Sudan),12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,25420404,A,"Aggregate, may include official, semi-official, estimated or calculated data",42228415,601.97
4,Algeria,5103,Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,5103,Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
4,Algeria,5103,Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,23840594,A,"Aggregate, may include official, semi-official, estimated or calculated data",40551398,587.91
4,Algeria,5103,Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,24087433,A,"Aggregate, may include official, semi-official, estimated or calculated data",41389174,581.97
4,Algeria,5103,Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,25420404,A,"Aggregate, may include official, semi-official, estimated or calculated data",42228415,601.97
4,Algeria,9011,Upper-middle-income economies,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,9011,Upper-middle-income economies,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
4,Algeria,9011,Upper-middle-income economies,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,23840594,A,"Aggregate, may include official, semi-official, estimated or calculated data",40551398,587.91
4,Algeria,9011,Upper-middle-income economies,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,24087433,A,"Aggregate, may include official, semi-official, estimated or calculated data",41389174,581.97
4,Algeria,9011,Upper-middle-income economies,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,25420404,A,"Aggregate, may include official, semi-official, estimated or calculated data",42228415,601.97
4,Algeria,5308,Western Asia and Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,5308,Western Asia and Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
4,Algeria,5308,Western Asia and Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,23840594,A,"Aggregate, may include official, semi-official, estimated or calculated data",40551398,587.91
4,Algeria,5308,Western Asia and Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,24087433,A,"Aggregate, may include official, semi-official, estimated or calculated data",41389174,581.97
4,Algeria,5308,Western Asia and Northern Africa,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,25420404,A,"Aggregate, may include official, semi-official, estimated or calculated data",42228415,601.97
4,Algeria,5000,World,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,22467587,A,"Aggregate, may include official, semi-official, estimated or calculated data",38923688,577.22
4,Algeria,5000,World,12,DZ,DZA,Middle East & North Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,23292022,A,"Aggregate, may include official, semi-official, estimated or calculated data",39728020,586.29
